H;OUT;ATL;1;281474976710860316;20241025;281474976710656856;договор № ГК/12187/18 от 02.02.2018, заказ № YB17048932 от 23.10.2024 Тандер РЦ Колпино;243242;YB17048932;20241023;20241025;
I;281474976710860316;281474976711955742;1009105;2016.000;PCE; 
I;281474976710860316;281474976711955743;1009103;1344.000;PCE; 
